Unnamed: 0,TIME,STEP,STEP_NAME,PARAM_NAME,PARAM_ALIAS,VALUE
0,2023-10-02 11:02:41.000,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
1,2023-10-02 11:02:42.000,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
2,2023-10-02 11:02:42.990,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
3,2023-10-02 11:02:43.985,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
4,2023-10-02 11:02:44.980,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
5,2023-10-02 11:02:45.975,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
6,2023-10-02 11:02:46.970,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
7,2023-10-02 11:02:47.965,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
8,2023-10-02 11:02:48.960,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
9,2023-10-02 11:02:49.955,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
10,2023-10-02 11:02:50.950,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.298
11,2023-10-02 11:02:51.945,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
12,2023-10-02 11:02:52.940,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
13,2023-10-02 11:02:53.935,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
14,2023-10-02 11:02:54.930,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
15,2023-10-02 11:02:55.925,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
16,2023-10-02 11:02:56.920,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
17,2023-10-02 11:02:57.915,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
18,2023-10-02 11:02:58.910,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
19,2023-10-02 11:02:59.905,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
20,2023-10-02 11:03:00.900,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
21,2023-10-02 11:03:01.895,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
22,2023-10-02 11:03:02.890,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
23,2023-10-02 11:03:03.885,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
24,2023-10-02 11:03:04.880,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
25,2023-10-02 11:03:05.875,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
26,2023-10-02 11:03:06.870,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
27,2023-10-02 11:03:07.865,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
28,2023-10-02 11:03:08.860,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
29,2023-10-02 11:03:09.855,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
30,2023-10-02 11:03:10.850,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
31,2023-10-02 11:03:11.845,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
32,2023-10-02 11:03:12.840,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
33,2023-10-02 11:03:13.835,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
34,2023-10-02 11:03:14.830,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
35,2023-10-02 11:03:15.825,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
36,2023-10-02 11:03:16.820,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
37,2023-10-02 11:03:17.815,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
38,2023-10-02 11:03:18.810,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
39,2023-10-02 11:03:19.805,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
40,2023-10-02 11:03:20.800,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.298
41,2023-10-02 11:03:21.795,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
42,2023-10-02 11:03:22.790,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
43,2023-10-02 11:03:23.785,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
44,2023-10-02 11:03:24.780,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.297
45,2023-10-02 11:03:25.775,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
46,2023-10-02 11:03:26.770,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
47,2023-10-02 11:03:27.765,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
48,2023-10-02 11:03:28.760,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
49,2023-10-02 11:03:29.755,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
50,2023-10-02 11:03:30.750,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.298
51,2023-10-02 11:03:31.745,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.302
52,2023-10-02 11:03:32.740,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
53,2023-10-02 11:03:33.735,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
54,2023-10-02 11:03:34.730,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
55,2023-10-02 11:03:35.725,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
56,2023-10-02 11:03:36.720,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
57,2023-10-02 11:03:37.715,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
58,2023-10-02 11:03:38.710,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
59,2023-10-02 11:03:39.705,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
60,2023-10-02 11:03:40.700,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
61,2023-10-02 11:03:41.695,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
62,2023-10-02 11:03:42.690,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
63,2023-10-02 11:03:43.685,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
64,2023-10-02 11:03:44.680,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
65,2023-10-02 11:03:45.675,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
66,2023-10-02 11:03:46.670,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
67,2023-10-02 11:03:47.665,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
68,2023-10-02 11:03:48.660,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
69,2023-10-02 11:03:49.655,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
70,2023-10-02 11:03:50.650,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.3
71,2023-10-02 11:03:51.645,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
72,2023-10-02 11:03:52.640,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.301
73,2023-10-02 11:03:53.635,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
74,2023-10-02 11:03:54.630,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
75,2023-10-02 11:03:55.625,0,STANDBY,GAS_MFC10,GAS_N2_NR,0.299
