Unnamed: 0,TIME,STEP,STEP_NAME,PARAM_NAME,PARAM_ALIAS,VALUE
0,2023-10-02 11:02:41.000,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,752.8622719452803
1,2023-10-02 11:02:42.000,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,753.1162246487593
2,2023-10-02 11:02:42.990,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,753.4943727959186
3,2023-10-02 11:02:43.985,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,753.876533972753
4,2023-10-02 11:02:44.980,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,754.5019104863027
5,2023-10-02 11:02:45.975,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,755.0401627083338
6,2023-10-02 11:02:46.970,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,755.6854056669281
7,2023-10-02 11:02:47.965,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,756.1475929506142
8,2023-10-02 11:02:48.960,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,756.7823483818335
9,2023-10-02 11:02:49.955,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,756.9653960926792
10,2023-10-02 11:02:50.950,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.2125645525745
11,2023-10-02 11:02:51.945,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.4416222144137
12,2023-10-02 11:02:52.940,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.6165131632708
13,2023-10-02 11:02:53.935,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.8307126347902
14,2023-10-02 11:02:54.930,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.9291243761189
15,2023-10-02 11:02:55.925,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,757.9698881310256
16,2023-10-02 11:02:56.920,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.1239411050723
17,2023-10-02 11:02:57.915,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2074154863134
18,2023-10-02 11:02:58.910,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2218812481042
19,2023-10-02 11:02:59.905,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2910676821589
20,2023-10-02 11:03:00.900,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.1190007492979
21,2023-10-02 11:03:01.895,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.306000551385
22,2023-10-02 11:03:02.890,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2800143192685
23,2023-10-02 11:03:03.885,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3135347333541
24,2023-10-02 11:03:04.880,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3413566334988
25,2023-10-02 11:03:05.875,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2058794356897
26,2023-10-02 11:03:06.870,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3448739816913
27,2023-10-02 11:03:07.865,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2754549380239
28,2023-10-02 11:03:08.860,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3909624031444
29,2023-10-02 11:03:09.855,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2098041993775
30,2023-10-02 11:03:10.850,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3031067254838
31,2023-10-02 11:03:11.845,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3018274704199
32,2023-10-02 11:03:12.840,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.37242186182
33,2023-10-02 11:03:13.835,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2770383153735
34,2023-10-02 11:03:14.830,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2455144526043
35,2023-10-02 11:03:15.825,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2993665820895
36,2023-10-02 11:03:16.820,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2255571248917
37,2023-10-02 11:03:17.815,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.343985918388
38,2023-10-02 11:03:18.810,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3041472154648
39,2023-10-02 11:03:19.805,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3481171802724
40,2023-10-02 11:03:20.800,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2156360036419
41,2023-10-02 11:03:21.795,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3321227678123
42,2023-10-02 11:03:22.790,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.337829815104
43,2023-10-02 11:03:23.785,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3908783247402
44,2023-10-02 11:03:24.780,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3770010458003
45,2023-10-02 11:03:25.775,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.273816631104
46,2023-10-02 11:03:26.770,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3657227798031
47,2023-10-02 11:03:27.765,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3044663927885
48,2023-10-02 11:03:28.760,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2858181006945
49,2023-10-02 11:03:29.755,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3050708136298
50,2023-10-02 11:03:30.750,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.2529345168964
51,2023-10-02 11:03:31.745,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3724564694667
52,2023-10-02 11:03:32.740,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3667827341236
53,2023-10-02 11:03:33.735,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.316762079411
54,2023-10-02 11:03:34.730,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3928001915675
55,2023-10-02 11:03:35.725,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3139895965883
56,2023-10-02 11:03:36.720,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3188997059355
57,2023-10-02 11:03:37.715,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4313037817282
58,2023-10-02 11:03:38.710,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3576901357425
59,2023-10-02 11:03:39.705,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4846436464584
60,2023-10-02 11:03:40.700,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4873098188501
61,2023-10-02 11:03:41.695,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3144832322333
62,2023-10-02 11:03:42.690,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4405223987985
63,2023-10-02 11:03:43.685,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.3341323629785
64,2023-10-02 11:03:44.680,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4919355050432
65,2023-10-02 11:03:45.675,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5485294633894
66,2023-10-02 11:03:46.670,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5841110171615
67,2023-10-02 11:03:47.665,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4467544422117
68,2023-10-02 11:03:48.660,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4952009047662
69,2023-10-02 11:03:49.655,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4554573880987
70,2023-10-02 11:03:50.650,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4997511457707
71,2023-10-02 11:03:51.645,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4935502999843
72,2023-10-02 11:03:52.640,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4272153757817
73,2023-10-02 11:03:53.635,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4676685148967
74,2023-10-02 11:03:54.630,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5285945008477
75,2023-10-02 11:03:55.625,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5746664028391
76,2023-10-02 11:03:56.620,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5428787344207
77,2023-10-02 11:03:57.615,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4367162355013
78,2023-10-02 11:03:58.610,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5934263896678
79,2023-10-02 11:03:59.605,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5366978938273
80,2023-10-02 11:04:00.600,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4298012920568
81,2023-10-02 11:04:01.595,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4310998258982
82,2023-10-02 11:04:02.590,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4066700990528
83,2023-10-02 11:04:03.585,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5862035853693
84,2023-10-02 11:04:04.580,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4986207414322
85,2023-10-02 11:04:05.575,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5017938414236
86,2023-10-02 11:04:06.570,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4759512966192
87,2023-10-02 11:04:07.565,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5515290566441
88,2023-10-02 11:04:08.560,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5829364409761
89,2023-10-02 11:04:09.555,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4046796072025
90,2023-10-02 11:04:10.550,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.5466547269659
91,2023-10-02 11:04:11.545,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.6002354966056
92,2023-10-02 11:04:12.540,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4626734442537
93,2023-10-02 11:04:13.535,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4133821125012
94,2023-10-02 11:04:14.530,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4462779303112
95,2023-10-02 11:04:15.525,0,STANDBY,PRESSURE_ATM_VG2,PRESSURE_VG2,758.4787291445531
