Unnamed: 0,TIME,STEP,STEP_NAME,PARAM_ALIAS,VALUE
0,2023-10-02 11:02:41.000,0,STANDBY,TEMP_PROFILE_3,310.98671455291515
1,2023-10-02 11:02:42.000,0,STANDBY,TEMP_PROFILE_3,311.09941101074116
2,2023-10-02 11:02:42.990,0,STANDBY,TEMP_PROFILE_3,310.84779963513625
3,2023-10-02 11:02:43.985,0,STANDBY,TEMP_PROFILE_3,310.53823443723127
4,2023-10-02 11:02:44.980,0,STANDBY,TEMP_PROFILE_3,310.56104382963844
5,2023-10-02 11:02:45.975,0,STANDBY,TEMP_PROFILE_3,310.583829436392
6,2023-10-02 11:02:46.970,0,STANDBY,TEMP_PROFILE_3,310.82915039742863
7,2023-10-02 11:02:47.965,0,STANDBY,TEMP_PROFILE_3,310.4202738430518
8,2023-10-02 11:02:48.960,0,STANDBY,TEMP_PROFILE_3,310.62488591233307
9,2023-10-02 11:02:49.955,0,STANDBY,TEMP_PROFILE_3,310.82857890880933
10,2023-10-02 11:02:50.950,0,STANDBY,TEMP_PROFILE_3,310.7470123337382
11,2023-10-02 11:02:51.945,0,STANDBY,TEMP_PROFILE_3,310.32596657010276
12,2023-10-02 11:02:52.940,0,STANDBY,TEMP_PROFILE_3,310.32915769531996
13,2023-10-02 11:02:53.935,0,STANDBY,TEMP_PROFILE_3,310.425057870628
14,2023-10-02 11:02:54.930,0,STANDBY,TEMP_PROFILE_3,310.36046674824433
15,2023-10-02 11:02:55.925,0,STANDBY,TEMP_PROFILE_3,310.586259339798
16,2023-10-02 11:02:56.920,0,STANDBY,TEMP_PROFILE_3,310.53985378259057
17,2023-10-02 11:02:57.915,0,STANDBY,TEMP_PROFILE_3,310.24781850114124
18,2023-10-02 11:02:58.910,0,STANDBY,TEMP_PROFILE_3,310.222761994811
19,2023-10-02 11:02:59.905,0,STANDBY,TEMP_PROFILE_3,310.62926361404703
20,2023-10-02 11:03:00.900,0,STANDBY,TEMP_PROFILE_3,310.6363986551526
21,2023-10-02 11:03:01.895,0,STANDBY,TEMP_PROFILE_3,310.49736972673054
22,2023-10-02 11:03:02.890,0,STANDBY,TEMP_PROFILE_3,310.38848953956773
23,2023-10-02 11:03:03.885,0,STANDBY,TEMP_PROFILE_3,310.3121399126271
24,2023-10-02 11:03:04.880,0,STANDBY,TEMP_PROFILE_3,310.5574575024178
25,2023-10-02 11:03:05.875,0,STANDBY,TEMP_PROFILE_3,310.518674717795
26,2023-10-02 11:03:06.870,0,STANDBY,TEMP_PROFILE_3,310.1767153755795
27,2023-10-02 11:03:07.865,0,STANDBY,TEMP_PROFILE_3,310.0846834879564
28,2023-10-02 11:03:08.860,0,STANDBY,TEMP_PROFILE_3,310.40540524252344
29,2023-10-02 11:03:09.855,0,STANDBY,TEMP_PROFILE_3,310.45442093161694
30,2023-10-02 11:03:10.850,0,STANDBY,TEMP_PROFILE_3,310.0950881363942
31,2023-10-02 11:03:11.845,0,STANDBY,TEMP_PROFILE_3,309.92660430817637
32,2023-10-02 11:03:12.840,0,STANDBY,TEMP_PROFILE_3,310.37579120636275
33,2023-10-02 11:03:13.835,0,STANDBY,TEMP_PROFILE_3,310.09455704884283
34,2023-10-02 11:03:14.830,0,STANDBY,TEMP_PROFILE_3,310.27756916314297
35,2023-10-02 11:03:15.825,0,STANDBY,TEMP_PROFILE_3,310.09124880062484
36,2023-10-02 11:03:16.820,0,STANDBY,TEMP_PROFILE_3,310.086268808113
37,2023-10-02 11:03:17.815,0,STANDBY,TEMP_PROFILE_3,309.8783252709987
38,2023-10-02 11:03:18.810,0,STANDBY,TEMP_PROFILE_3,310.0878548865647
39,2023-10-02 11:03:19.805,0,STANDBY,TEMP_PROFILE_3,309.938272881534
40,2023-10-02 11:03:20.800,0,STANDBY,TEMP_PROFILE_3,309.73799243561285
41,2023-10-02 11:03:21.795,0,STANDBY,TEMP_PROFILE_3,310.0730160735625
42,2023-10-02 11:03:22.790,0,STANDBY,TEMP_PROFILE_3,309.78424793403906
43,2023-10-02 11:03:23.785,0,STANDBY,TEMP_PROFILE_3,310.0855565080432
44,2023-10-02 11:03:24.780,0,STANDBY,TEMP_PROFILE_3,310.1793507169141
45,2023-10-02 11:03:25.775,0,STANDBY,TEMP_PROFILE_3,309.62587709769656
46,2023-10-02 11:03:26.770,0,STANDBY,TEMP_PROFILE_3,309.8594223545373
47,2023-10-02 11:03:27.765,0,STANDBY,TEMP_PROFILE_3,309.75392113437607
48,2023-10-02 11:03:28.760,0,STANDBY,TEMP_PROFILE_3,309.99654200531324
49,2023-10-02 11:03:29.755,0,STANDBY,TEMP_PROFILE_3,309.85057799428057
50,2023-10-02 11:03:30.750,0,STANDBY,TEMP_PROFILE_3,309.820733325018
51,2023-10-02 11:03:31.745,0,STANDBY,TEMP_PROFILE_3,309.82257676010374
52,2023-10-02 11:03:32.740,0,STANDBY,TEMP_PROFILE_3,309.7551285710219
53,2023-10-02 11:03:33.735,0,STANDBY,TEMP_PROFILE_3,309.83061938589003
54,2023-10-02 11:03:34.730,0,STANDBY,TEMP_PROFILE_3,309.5991872105795
55,2023-10-02 11:03:35.725,0,STANDBY,TEMP_PROFILE_3,309.68032453523836
56,2023-10-02 11:03:36.720,0,STANDBY,TEMP_PROFILE_3,309.87244890267453
57,2023-10-02 11:03:37.715,0,STANDBY,TEMP_PROFILE_3,309.7225886072127
58,2023-10-02 11:03:38.710,0,STANDBY,TEMP_PROFILE_3,309.4119799222693
59,2023-10-02 11:03:39.705,0,STANDBY,TEMP_PROFILE_3,309.3606375989968
60,2023-10-02 11:03:40.700,0,STANDBY,TEMP_PROFILE_3,309.44228095084225
61,2023-10-02 11:03:41.695,0,STANDBY,TEMP_PROFILE_3,309.2171657975184
62,2023-10-02 11:03:42.690,0,STANDBY,TEMP_PROFILE_3,309.23131595344427
63,2023-10-02 11:03:43.685,0,STANDBY,TEMP_PROFILE_3,309.3763560096414
64,2023-10-02 11:03:44.680,0,STANDBY,TEMP_PROFILE_3,309.67126254473555
65,2023-10-02 11:03:45.675,0,STANDBY,TEMP_PROFILE_3,309.3836312622563
66,2023-10-02 11:03:46.670,0,STANDBY,TEMP_PROFILE_3,309.57944401947304
