TIME,GAS_DCS,GAS_F2,GAS_N2_1,GAS_N2_2,GAS_N2_3,GAS_N2_4,GAS_N2_LOADING_AREA,GAS_N2_NR,GAS_NH3,PRESSURE_APC_ANGLE,PRESSURE_VG1,PRESSURE_VG2,TEMP_PROFILE_1,TEMP_PROFILE_2,TEMP_PROFILE_3,TEMP_PROFILE_4,TEMP_PROFILE_5
2023-10-02 12:13:40.595,1.016,0.0,1.0,0.0,0.0,0.0,399.621,0.301,10.0,100.0,0.6011479541395565,1.7651834972109484,616.883194256992,618.3225818008393,618.9377213737986,618.7720504201346,613.5603922226009
2023-10-02 12:13:41.590,1.01,0.0,1.0,0.0,0.0,0.0,399.512,0.3,8.348,100.0,0.6026934015746503,1.6190723005678058,616.8694995553333,618.316846096553,619.3925699677221,618.5018395067945,613.5847024301282
2023-10-02 12:13:42.585,1.01,0.0,0.997,0.0,0.0,0.998,399.512,0.299,0.0,100.02741835669616,0.5470221240188192,1.6781201816489062,616.8784785144879,618.2260582892422,619.276087475973,618.3693772493365,613.8420108409798
2023-10-02 12:13:43.580,0.0,0.0,1.0,0.0,0.0,1.001,399.419,0.3,0.0,100.0,0.2713481044523061,1.456183953003256,616.8934387996217,618.2742951340016,619.3952600805184,618.5317180218767,613.2489051595818
2023-10-02 12:13:44.575,0.0,0.0,0.943,0.0,0.0,1.0,399.512,0.301,0.0,100.0,0.2658652312970069,1.438168670674455,616.8054818622235,618.3895700647104,619.2601082261466,618.4439642913353,613.8266298004218
2023-10-02 12:13:45.570,0.0,0.0,0.0,0.0,0.0,1.002,399.512,0.3,0.0,1.2606214728313148,0.4145093023025354,1.4400444987383734,616.8503998668409,618.36071234366,618.9641588557912,618.4758261266164,612.8509223003585
2023-10-02 12:13:46.565,0.0,0.0,0.044,0.0,0.0,0.997,399.512,0.3,0.0,1.16586827188187,1.8025392231624349,2.804257338458408,616.8691633187938,618.402210208189,619.3018369838084,618.8131970022844,613.2734558606122
2023-10-02 12:13:47.560,0.0,0.0,1.001,0.0,0.0,1.002,399.512,0.298,0.0,39.9970576720159,2.3186679735011606,3.404470245305959,616.8715959346611,618.3825793366094,618.9182974095795,618.3581197363194,614.3554070068247
2023-10-02 12:13:48.555,0.0,0.0,1.001,0.0,0.0,1.001,399.621,0.3,0.0,100.0,0.4356505290492929,1.5918227693929237,616.8852361130942,618.3530911295004,619.2995054689796,618.946660439537,613.6543951328999
2023-10-02 12:13:49.550,0.0,0.0,1.002,0.0,0.0,1.0,399.72,0.299,0.0,100.021530442037,0.2676861825716198,1.4844654852113073,616.8249386045659,618.321183727347,619.0328361005523,618.2533570704421,613.4369150554129
